"","PC_1","PC_2","PC_3","PC_4","PC_5","CellType"
"D28-1_61",6.45912873258892,0.483304116904818,-1.27009233140619,-0.131926441407416,1.9367516782343,"delta"
"D28-1_62",-16.0229055463842,15.4008125097791,17.5990428318974,2.90089112445766,2.93072644981662,"acinar"
"D28-1_63",9.98078772060449,-0.9625524813765,1.04092313322881,0.0136739977868393,-2.69992806162749,"alpha"
"D28-1_64",-9.45555444625396,-5.73194338165491,-2.68398104827849,24.0705513385658,-24.3855811067082,"mast"
"D28-1_65",9.41134970945979,-1.22880788075803,-1.1534293663018,-0.868745016426444,4.2382768057263,"alpha"
"D28-1_66",-23.9555755044281,16.9194958565369,-14.4200048164508,-4.18403096661517,-0.612686289374489,"ductal"
"D28-1_67",-18.7819366155168,16.5670298360967,10.4618358430591,2.38877769394306,-0.128481348506691,"acinar"
"D28-1_68",-14.3720627617475,15.7256151723841,18.3908507208782,3.12194705039153,1.61978909836615,"acinar"
"D28-1_73",-25.1166511155659,17.7843784135116,2.56562679221787,-1.25254554695335,2.09428445396972,"ductal"
"D28-1_74",7.02250704062869,-0.484039217938054,-0.241842789996739,-0.532819733240037,-2.4345400356444,"gamma"
"D28-1_75",6.94907278031748,-1.41814428261468,0.8618105326439,0.917340302329244,-4.92347167727599,"alpha"
"D28-1_76",8.35294512348891,-0.871549400813761,0.311398444884725,-0.283216057788956,-1.66136809604594,"gamma"
"D28-1_77",-27.6386708144045,17.895637353028,-14.0863714562532,-4.7442864949934,-1.24926138958219,"ductal"
"D28-1_80",-21.0144861690431,10.4028884620936,-6.62440995293861,1.62684861140666,-1.64785484416892,"ductal"
"D28-1_85",1.0647812748094,4.75111506488228,5.75638306863206,0.158968388180073,2.08733916671571,"gamma"
"D28-1_86",-17.4964388592983,12.9274244533333,9.82278260470489,1.86409818230686,2.39001435700021,"acinar"
"D28-1_87",-9.54521035982873,12.7339233332301,26.4615530073787,3.6007548655097,3.55518324239275,"acinar"
"D28-1_88",8.65282925726288,-1.5966439677261,1.61330104640991,0.553062805299681,-2.59372692946861,"alpha"
"D28-1_89",8.21190386078908,-0.526183565472316,-1.52877057199703,-0.650829933082987,1.7780477237225,"delta"
"D28-1_90",-26.3202182386462,17.5276607607372,-16.9937574253417,-4.02079787510351,-1.5592448353053,"ductal"
"D28-1_91",-27.5122784263191,9.00510233708001,-15.2437360894968,-1.72354693425662,1.38030874002797,"ductal"
"D28-2_1",-15.2017659949813,14.1272872036127,17.916954361036,2.95221688683933,2.31425811362554,"acinar"
"D28-2_2",8.94343640986653,-0.364470922435612,1.62008616847108,0.771526904693729,-4.60505000872655,"alpha"
"D28-2_4",-13.4367740531035,15.5606366391794,19.7325410166204,3.37590146409181,2.48133178280495,"acinar"
"D28-2_5",7.10322740673109,-0.152776060622676,1.96464736794359,1.07542489039249,-3.43904426330334,"alpha"
"D28-2_13",-19.4843002304873,18.8914763011187,-8.77683994637185,-3.77657277186438,-0.977225832665662,"ductal"
"D28-2_15",-13.9235775825086,15.490871830283,21.1594613127936,4.13512931227949,2.39891724249807,"acinar"
"D28-2_16",-27.7849944099841,19.6696643150061,-17.286687384103,-4.37734736849902,-2.25559425889611,"ductal"
"D28-2_17",-24.0495598940062,18.664422934475,-13.580521922503,-3.81919575561516,-1.42225438656617,"ductal"
"D28-2_18",-6.0651953007907,9.88208339945096,23.1929257339047,3.70861224569992,2.96357337529917,"acinar"
"D28-2_26",-26.9987108130427,16.7333501167042,-17.1110740918055,-4.94838431054645,-1.2722780938916,"ductal"
"D28-2_28",7.38188393337773,-0.952778801865625,1.90489034195266,-0.0527122491468712,-3.35635078921867,"alpha"
"D28-2_29",-25.3890690862213,18.5637189621764,-11.7111212139835,-4.08122608734234,-0.81009488509982,"ductal"
"D28-2_37",6.89816560117756,0.386884369876261,0.747919150431639,-0.375518222924681,-0.549288820811862,"gamma"
"D28-2_38",8.89350613762869,-1.01328681175117,-0.68006979629142,-0.87304955397126,7.22315153338476,"beta"
"D28-2_39",-11.4162655007175,14.2512659144758,24.2687496358699,4.33866827244176,2.19067026415187,"acinar"
"D28-2_40",-26.3675361466797,16.1083268331227,-15.6683507192358,-4.60758451712285,-0.716192228581637,"ductal"
"D28-2_41",-39.3066928787329,-46.5785662255461,6.24887656973307,-10.1557152133509,-0.15999753857798,"activated_stellate"
"D28-2_42",-13.2918746278042,14.9638770849852,21.4600029466771,2.92910148335772,2.77870314151864,"acinar"
"D28-2_43",7.47415698087867,0.033238652220153,2.25887153196364,0.628428304844217,-3.56456255079349,"alpha"
"D28-2_49",-23.6424230577647,19.5487927999647,13.5411100953545,1.44888776750414,2.28062365799974,"acinar"
"D28-2_51",8.84459103266424,-0.655677802383846,2.32142299158828,0.476961777336199,-3.31140499601147,"alpha"
"D28-2_52",7.57373527342297,-0.485260679121614,1.30773775125222,0.892567994840457,-3.61328210102349,"alpha"
"D28-2_53",-24.7412520065996,17.9115696037684,11.7746290947988,1.98151550013167,1.99129631922719,"acinar"
"D28-2_61",-16.1498808863576,18.2378681784766,24.132222602961,4.47981415317032,3.3377740022335,"acinar"
"D28-2_63",5.94817364816259,-0.878230308378536,0.785862547300756,-0.497648612085176,0.159164627536024,"gamma"
"D28-2_64",-23.8720904701867,20.9674506981797,-8.60868593722962,-3.77921768511878,-0.5265255356321,"ductal"
"D28-2_65",7.33696029242879,0.532540185144148,3.78621734953871,0.679818619209871,-3.93223304011291,"alpha"
"D28-2_66",-10.9596384788143,-6.9939963939519,-2.81585300232755,28.5798941908762,-30.2415520041465,"mast"
"D28-2_68",7.58447204582078,-0.0485840795952103,1.27136574092391,0.0851615354973618,-1.41240922331502,"alpha"
"D28-2_73",8.25672981763329,-1.0879355768399,-1.64196203975326,-0.330449160055728,7.91894720929106,"beta"
"D28-2_74",-21.8947995655869,19.2859923477562,17.269255697564,2.82957481896957,1.64606216431854,"acinar"
"D28-2_75",-26.7476163565891,20.1037077098034,11.0711372210479,3.06322387041372,0.501794894195291,"acinar"
"D28-2_76",-27.4113369372081,-22.9819070133281,-16.6429149311554,66.0054896115761,35.3435017219809,"endothelial"
"D28-2_78",-20.1811140428676,15.2602918345057,8.56432119870997,0.682811652841812,1.20464556415895,"acinar"
"D28-2_79",-16.0284908572721,-6.32903973372863,-6.59210241970002,43.713884404661,-57.1265902392871,"macrophage"
"D28-2_85",6.19011886034059,1.28261923015594,3.38451893327003,1.08045559012495,-3.30334785877716,"alpha"
"D28-2_86",-10.8571736245335,12.4644234571251,22.3736638772419,3.13772234016812,2.72971638384084,"acinar"
"D28-2_87",-15.9448565854732,15.4366177893993,14.511107550399,2.38789393615345,2.35596818818616,"acinar"
"D28-2_89",-11.9943580240714,13.2044048551344,22.2123199563942,4.7488461669657,3.35318855876127,"acinar"
"D28-2_90",4.50226468219664,1.52643534134808,1.15707663847492,0.31135851308439,-3.507738732152,"alpha"
"D28-2_91",6.22636858058519,-0.582828529873333,-0.53585158586736,-0.175069816526263,0.520605748618936,"gamma"
"D28-3_1",-15.5201535525138,-21.719477606255,2.55494091748901,-0.233332928352556,1.57553025681485,"quiescent_stellate"
"D28-3_3",8.76341599644424,-0.118942852743682,1.50488799551281,0.210190489104514,-3.08472202692974,"alpha"
"D28-3_4",-22.707603972985,18.5029595077098,11.1700500043913,2.17735746877242,1.5520296322117,"acinar"
"D28-3_5",8.77589784580643,-1.43065999784719,0.82951526284549,0.262730554202792,-3.92783635261027,"alpha"
"D28-3_6",11.9732358733255,-2.35977097969975,-2.03299040437143,-1.76158908773788,7.1604102597926,"beta"
"D28-3_7",9.17803498093503,0.057124866414974,1.42370596304199,-0.223267303552256,-3.77118429177941,"alpha"
"D28-3_8",9.51111302146761,-0.653935226084795,1.34550452025039,0.320752705228475,-3.67105497911332,"alpha"
"D28-3_13",7.52027543346692,-1.0699252080109,1.89244480748787,0.0246831084713584,-4.57012641061906,"alpha"
"D28-3_14",5.73739393599787,-0.239884615230253,-0.808133131982863,-0.915998851536147,-0.456562878640566,"gamma"
"D28-3_15",8.90326880040791,-1.11752703418429,0.557151607890781,0.91108062964915,-3.9568034943219,"alpha"
"D28-3_16",8.82650786399714,-0.645288062437468,-1.07646062836969,-0.905239566332378,2.02455841252053,"delta"
"D28-3_17",-10.4292871837872,-5.39613370146682,-2.42749631326532,26.247970817236,-28.0873969387761,"mast"
"D28-3_18",7.74541457430942,-1.66431719302847,-1.75998508627579,-1.34697888215727,0.0061400920993521,"gamma"
"D28-3_25",-11.3244003932878,13.313346833344,20.479427098667,2.79214319968244,1.89192542691431,"acinar"
"D28-3_26",-16.9771640293742,17.6100471163125,18.0932252920116,3.12393502220536,1.92638977501036,"acinar"
"D28-3_27",9.86391967923183,-1.1269985164881,-0.951768483218309,-1.15378800486886,6.03693369966348,"beta"
"D28-3_28",-16.5984191821814,14.6981028842588,17.7261057462415,2.27962859463433,2.2102210551971,"acinar"
"D28-3_29",-22.4485494557826,17.5538137564514,-10.1527956184966,-3.39370954063077,-0.54185288309361,"ductal"
"D28-3_30",8.97464909516745,-0.805447195000855,-1.34761130154037,-1.25997966207923,6.88215772655497,"beta"
"D28-3_31",-2.74853880960628,9.22963245527892,23.872873774283,3.33033430238762,2.26785479519325,"acinar"
"D28-3_37",10.7107289485357,-1.79832891438956,-1.08734018206415,-0.574189606224929,5.22951950953222,"beta"
"D28-3_38",9.57392022872195,0.013347007017603,1.12063956920398,0.573638189914915,-3.25127734039271,"alpha"
"D28-3_40",-20.6189893665155,13.1919393446209,15.8750726529013,2.49066741609953,-2.66314466069914,"alpha"
"D28-3_41",5.82983390625683,-0.231467389590578,-1.94957887279369,-1.05165726105682,5.15395332977467,"beta"
"D28-3_42",8.52125293141377,-0.135974663472635,0.963115615606928,0.678862670193703,-3.76188224378693,"alpha"
"D28-3_43",-25.5775658214359,-20.6248847273251,-16.8956642679211,60.0661555952775,32.4817058478924,"endothelial"
"D28-3_44",-12.5915341033383,15.0983679989188,21.8153052460278,3.62261909758991,2.2255302446449,"acinar"
"D28-3_49",-15.6276219243783,15.3666278714911,-10.2791393966251,-3.26184335071089,-1.07420747840023,"ductal"
"D28-3_50",-14.6144440373188,6.54987991590251,16.6480059467856,1.67064278060718,-5.61023298414993,"alpha"
"D28-3_51",-18.1907949637045,16.4296318888019,16.544654086842,2.56116362316515,1.05386942684084,"acinar"
"D28-3_52",-20.5116216249037,18.5149139835766,16.1857826328602,2.53855191526247,1.67215939506044,"acinar"
"D28-3_53",-24.4274017800305,14.4514416720936,-12.882893006308,-6.33670966284019,-0.141532552020255,"ductal"
"D28-3_54",-26.6543129065913,19.8008043451929,-14.3657540697794,-5.47278368605325,-1.76168844765739,"ductal"
"D28-3_55",8.53195420065754,0.0780203637895165,1.71675315747535,0.107913270323853,-2.43557862400939,"alpha"
"D28-3_61",7.52028004497564,-0.0290164379742749,-1.54709113395359,-1.66109192478421,3.12408882722964,"delta"
"D28-3_62",-20.6248275987545,18.8296766562449,6.98929546899943,1.36570639264884,0.495957674130141,"acinar"
"D28-3_63",-22.3402160480228,19.1881739805614,-6.58024454779637,-3.78700552624813,-0.496612773510346,"ductal"
"D28-3_64",9.82447460317733,-1.54442532948801,1.05638122728013,0.828484965161151,-4.40076951270465,"alpha"
"D28-3_65",-16.1089745240346,17.1925399408319,17.953444168711,3.24927813580026,0.664399236618814,"acinar"
"D28-3_68",9.65381353732104,-1.411189906818,0.724116337718499,0.0305252087863619,-3.08722742472296,"alpha"
"D28-3_69",8.94223296854497,-0.745202043701689,1.29632466899368,0.567171693741638,-3.25137522958815,"alpha"
"D28-3_73",-26.3692916765117,16.0802570144668,-17.557428243216,-4.58389864238063,-1.68698149883396,"ductal"
"D28-3_75",-18.2590863162034,16.9008930542365,17.8984002792692,3.01447364287444,1.96496450651042,"acinar"
"D28-3_76",8.34335921821531,0.270936868371492,0.849457416919892,0.0424530156109596,-3.98432832491568,"alpha"
"D28-3_77",-9.38498439338966,12.2677037649748,24.4770214380298,3.03545194937492,2.83720204134366,"acinar"
"D28-3_78",5.68225894479033,1.72604069534672,0.248067888719274,-1.01935150518432,1.51621966358372,"delta"
"D28-3_79",10.1083943642016,-0.531513616308033,0.637131375704466,-0.538527602984493,-4.17354282723167,"alpha"
"D28-3_85",-12.6948806324458,15.3651253475127,21.8482529056637,4.27283529134672,2.74498910911757,"acinar"
"D28-3_86",-27.4522405088617,20.2038198121304,-14.4618964307475,-5.1653086402168,-2.82311231393302,"ductal"
"D28-3_88",-16.3072483030948,-12.3805040681275,-4.14721997655216,43.7890469402834,-60.4309425174102,"macrophage"
"D28-3_89",7.4505955255694,-0.752984812517469,-0.929820650470297,-1.03703785890376,4.25009401979731,"beta"
"D28-3_90",-10.8612963698898,14.3185595127069,25.1675107974053,4.13697763741984,2.90958529299811,"acinar"
"D28-3_91",-18.0416593372389,17.7313137544051,20.3363247596811,2.97811125860212,2.2402828790957,"acinar"
"D28-3_92",8.23772003645538,-0.625130838068537,1.55470174829506,0.433814903419855,-3.55707466351828,"alpha"
"D28-4_1",-13.3687529217862,-7.83498807492274,-5.27268330134274,46.2886048605493,-61.0885438240753,"macrophage"
"D28-4_3",5.4962850249496,0.828680368167763,-1.28568798842201,-0.780560334705185,1.55944827959124,"delta"
"D28-4_4",-24.1404987153221,18.7849013748752,6.86842967827349,-0.245327642615154,1.68082477867242,"acinar"
"D28-4_13",8.59853420520346,-1.09878068808627,1.27197405054167,0.201442588166788,-3.88146519956991,"alpha"
"D28-4_14",-31.7623474427247,-32.5472987075414,1.2652214307828,-1.65968582955767,0.786384635197878,"quiescent_stellate"
"D28-4_15",9.26425753279429,-1.16234304113287,0.618038943320118,0.137009487343253,-3.8208617576433,"alpha"
"D28-4_17",-10.8828943719934,12.6675730068197,16.8887518029968,2.61495158102657,1.51061285960349,"acinar"
"D28-4_22",-20.4010648705397,16.4685960287788,-11.824870076605,-3.58287446384146,-2.31591001922029,"ductal"
"D28-4_26",6.23886344908373,0.104908395690303,1.2431580691002,-0.0658930170934116,0.264754128375109,"gamma"
"D28-4_27",8.4946713117346,0.217470898932547,1.67552284244867,0.362925915536373,-3.9603193195607,"alpha"
"D28-4_28",-26.5793123157909,17.8749054026632,-1.0771622720687,-0.0874677876953165,-0.0866743113782985,"acinar"
"D28-4_29",8.28456850965334,0.532723217605593,1.47780701981617,0.527234323882234,-3.90208158017228,"alpha"
"D28-4_30",8.59029771855267,0.294881784410852,0.766969206684618,-0.0669281257019795,-3.14597250862013,"alpha"
"D28-4_31",7.38128049834785,-1.23933524799251,-1.77182667438941,-1.18091268960854,6.81249128893573,"beta"
"D28-4_37",6.9534370208394,-0.208137400313306,1.43613718454375,0.500799248509509,-3.30109048125572,"alpha"
"D28-4_38",7.22661160892878,0.090536072665231,-0.539745706838731,-0.664263348493066,0.311427825873118,"gamma"
"D28-4_39",8.40424057440854,-0.62705276036955,1.97206688661724,-0.219678355999579,-3.83182467320735,"alpha"
"D28-4_40",-25.7063104755858,19.8370665518755,5.77499380103751,0.62704825315314,0.606863933914853,"acinar"
"D28-4_41",7.57474590646866,0.631631194177159,1.1058406750422,0.281339395289585,-2.96142105838827,"alpha"
"D28-4_43",-24.1902655872228,16.3638808064836,-11.8084181619082,-2.7647072813022,-0.633888891898967,"ductal"
"D28-4_49",-18.3751467725104,16.4299667084548,13.6359047809803,1.90838508961539,1.22364640734609,"acinar"
"D28-4_50",-28.3573400502702,16.6101203008573,-15.8237589035999,-5.59147585113802,-0.873000799221624,"ductal"
"D28-4_51",-16.955874750154,17.2814914545337,18.4510450625083,3.80488901793016,2.95134778545363,"acinar"
"D28-4_52",-21.2141564376683,17.8981688553602,-8.45967914407569,-4.44175450097619,-1.32119934435807,"ductal"
"D28-4_53",-15.2868980947834,12.7641550712434,9.78979702289799,0.9933651442092,0.936433891722622,"acinar"
"D28-4_54",-18.6639327310266,17.6730592036307,16.9469460854774,2.4944125643964,2.93879055432843,"acinar"
"D28-4_55",-28.0169833718432,20.3024118011278,-13.3532953389608,-4.60482513231723,-2.90122673027133,"ductal"
"D28-4_56",6.69785784449733,-0.614997829610866,1.64957016649385,0.966504035783809,-4.62609308786045,"alpha"
"D28-4_61",-19.945454856446,18.2137857305451,17.3783066999021,2.04654753640083,2.10661196778733,"acinar"
"D28-4_62",7.69928009012821,0.26905998719694,1.20811363000513,0.145217132598763,-3.90362499346498,"alpha"
"D28-4_63",-7.57896703428361,12.2570953003151,25.8918236893589,3.73533992700523,3.0476720692874,"acinar"
"D28-4_65",6.87531874472335,1.11502090280679,1.75159039414696,0.676903788536555,-3.79504627330305,"alpha"
"D28-4_67",-23.9678842083576,20.7017650193895,18.3750749727325,3.94401863425504,0.489243569151596,"acinar"
"D28-4_73",-24.3343326768694,21.2854787905008,-8.62546711195057,-3.48472806847343,0.201061340213217,"ductal"
"D28-4_74",-29.1802142510213,20.8195829259255,-15.1798490073112,-4.55010216634946,-2.04650794604167,"ductal"
"D28-4_75",-22.0721511166383,16.2129065301971,9.80240118278553,1.62590323843909,1.80614196231904,"acinar"
"D28-4_76",7.74089835943108,-0.240923355198773,1.38211475887467,-0.498004903323878,-3.52636807401508,"alpha"
"D28-4_77",7.50643135378416,-1.60606020581014,-1.96855028221629,-1.69047923058102,7.42947193500238,"beta"
"D28-4_78",-28.2847770499827,17.9549834478169,-18.0912719645038,-4.84342178546309,-1.17042565425786,"ductal"
"D28-4_85",-8.16955251822549,12.107727407172,24.7878606912207,4.07100861618123,2.82622096326056,"acinar"
"D28-4_86",-13.8038533127687,14.9853364926656,21.3479580259841,3.19477187611008,3.03834977838439,"acinar"
"D28-4_87",9.03481938086962,-0.682802706201219,0.952769031923842,0.0689201809944774,-3.1954674891035,"alpha"
"D28-4_88",7.43972888781462,-0.505962399586721,-2.2760925836285,-1.37864512874326,5.33708341270289,"beta"
"D28-4_89",-21.274384431877,16.9745183862993,12.3491868902917,1.72628450096678,2.03342788441259,"acinar"
"D28-4_90",4.84849080174931,0.714983901667458,1.42396000585503,-0.440629161156536,0.824434062628899,"gamma"
"D28-4_91",-26.4691195866105,20.5010736518518,-14.0582360564769,-7.06409818993866,-1.33441473490632,"ductal"
"D28-5_1",8.79570982241468,-2.89538504613059,-1.44761637609597,-2.41762833439128,5.84885403112852,"beta"
"D28-5_2",8.26514706399577,-1.65178309103436,-0.672465055685373,-0.872464557536049,0.152444640922115,"gamma"
"D28-5_3",-18.0773110635986,16.5197115370449,14.3618524838175,1.15911518684331,2.72728770737631,"acinar"
"D28-5_4",-28.3080100349264,18.6300248067065,-14.0723023204931,-5.1543729751293,-1.59184596681205,"ductal"
"D28-5_5",8.77705179971519,-2.3274955471679,-1.20308344067783,-1.58106961488842,6.45733833055167,"beta"
"D28-5_13",9.36255067476526,-1.86865527120701,0.911822827155218,-0.18082838540312,-3.12721831059142,"alpha"
"D28-5_14",8.26667167559027,-1.50934289137532,1.43363864496114,0.120095161817336,-3.81320786041627,"alpha"
"D28-5_15",8.45805101786383,-1.63677568594242,0.33533985772281,-0.485795376928886,-2.65215307104457,"alpha"
"D28-5_16",-29.5612159435862,18.2211696767314,-14.2488990542356,-3.25439954993253,-2.0089618351507,"ductal"
"D28-5_17",-14.3213829681662,14.1143167921308,19.5842983748101,2.63099223013666,2.05333637671056,"acinar"
"D28-5_25",-39.0806092085455,-24.0107479890852,-1.49983671463513,-10.449531904157,-1.09418024628464,"activated_stellate"
"D28-5_26",-12.8348123619493,10.5719114903542,-9.22169891965926,-3.23055750429641,-1.00919480208555,"ductal"
"D28-5_27",-11.0390562938597,13.9772282677115,22.077972041732,2.43361015721508,2.32092601528741,"acinar"
"D28-5_28",-30.4014629777241,-41.7916084427718,6.30614557130765,-9.69684381556785,-0.946378973329282,"activated_stellate"
"D28-5_29",-4.17811513463926,7.52366957724104,20.1228437672886,2.42356909899253,0.675004499374067,"acinar"
"D28-5_30",-23.4815184039586,18.9010025708187,0.170512186975289,-1.86052531867995,0.115921075440829,"ductal"
"D28-5_31",-3.38253027874601,8.90603698520773,21.462861544251,2.79819836233049,1.00076243731043,"acinar"
"D28-5_37",-13.7517999921508,14.0647854229011,21.537125871549,2.49290342506147,1.99279956891303,"acinar"
"D28-5_38",-23.792364052173,18.3634062000081,15.8743415281361,1.3089294465785,2.17372830771209,"acinar"
"D28-5_39",-41.5514879339471,-53.0799959320409,8.24212289063961,-14.042710227648,-1.65457962701049,"activated_stellate"
"D28-5_40",8.26490939649602,-1.56637139419666,0.858309913945206,-0.82853426756797,-2.9271376087213,"alpha"
"D28-5_41",6.02730252688426,-0.421304051206301,0.988253679634692,0.454649339648227,-2.68428434622426,"alpha"
"D28-5_42",-19.009185398325,14.750587433537,14.1354317600375,0.780207780252508,1.9820420893563,"acinar"
"D28-5_49",7.54413200061602,-1.60702046013402,-0.984036456612385,-1.14443083921058,1.90618966492704,"delta"
"D28-5_50",9.32454824925991,-2.04944439348855,1.17719341368961,-0.135764703263346,-2.83853813888002,"alpha"
"D28-5_51",-35.9429470104309,-46.880109874973,8.0203231865793,-10.3626904979367,-1.90409037887364,"activated_stellate"
"D28-5_52",8.13521200909061,-1.64804601776858,0.91024943242778,-0.313227711132681,-4.18300218503695,"alpha"
"D28-5_53",-40.2693766369872,-49.9703852979721,4.45723934057563,-12.1870647478544,-0.842680935677295,"activated_stellate"
"D28-5_54",-18.0530447719512,16.9624283930998,19.9835482697473,2.52974221222586,2.29007584027307,"acinar"
"D28-5_56",-37.5421724299001,-46.3857131490455,6.94548559088981,-10.5029547053,-1.19533449571886,"activated_stellate"
"D28-5_61",-25.9209314861131,16.8515367198482,-14.6855915603125,-5.78491591164188,-0.426624075063811,"ductal"
"D28-5_62",-19.0473969219547,15.0622068976842,13.9956343574108,1.27669984277644,2.41071273636877,"acinar"
"D28-5_63",-18.7794474999226,14.0320401733992,14.5344036583232,1.7311642464073,1.73974499807709,"acinar"
"D28-5_64",7.45429539659479,-1.13758608888433,1.5719132753059,-0.257373434030364,-3.80688779978658,"alpha"
"D28-5_65",7.82897473536947,-1.86819250955606,1.55942163205896,-0.612781130783112,-3.90854527510686,"alpha"
"D28-5_66",-19.2467455676016,17.2138309288251,-10.0063188330536,-4.32266188692641,-0.221046758698184,"ductal"
"D28-5_73",8.35318256903118,-2.48709626109787,-1.59258738266271,-1.69592867917805,7.03385854985393,"beta"
"D28-5_74",7.45508536913729,-1.79284187800099,1.18947731010573,-0.503687022707774,-3.27452049005313,"alpha"
"D28-5_75",-27.9158969133618,15.3654054172493,-16.7258408557199,-5.58360994374658,0.149522445989067,"ductal"
"D28-5_76",8.88798446148991,-1.79162781573262,-2.23582722947201,-1.40962812154845,5.58964752283016,"delta"
"D28-5_77",-19.0432546769442,16.5151270806805,18.9168646341418,1.89510675828412,2.52640978002049,"acinar"
"D28-5_78",-22.7162984023067,17.336741361304,12.8679566274657,0.282119753016957,1.9114861265608,"acinar"
"D28-5_86",7.9050999250042,-2.33198632694907,1.49833260233682,-0.478981190435503,-3.56069827671301,"alpha"
"D28-5_87",8.10701767676182,-1.82740069081281,1.57833877508601,-0.225416422750158,-4.68099912967943,"alpha"
"D28-5_88",-35.8006950836229,-40.9631218375771,4.00610554386204,-5.11933516280567,-0.377514676528422,"quiescent_stellate"
"D28-5_89",-36.8871181861789,-45.5107789746794,3.47230026134178,-3.86376420928428,2.05097271866788,"quiescent_stellate"
"D28-6_1",-33.9427512489404,-10.4723703648147,-6.56138884007052,-5.30488691798145,0.700353629351923,"quiescent_stellate"
"D28-6_2",-15.1244678770776,15.3034735583855,20.6234936698447,2.99618898880662,3.00008641425031,"acinar"
"D28-6_3",9.1282802188872,-1.25012108137874,-1.28155125287406,-2.12618811480589,6.19373560403332,"beta"
"D28-6_4",-19.6416311782424,17.2753883138036,14.1170407158594,1.44537066004902,2.68680240227374,"acinar"
"D28-6_13",8.87794784429854,-0.74916598453835,1.34323010767907,-0.00998201476108534,-3.09248731697472,"alpha"
"D28-6_14",-26.5103909269005,18.315711191879,4.4938711871994,-1.17075259995182,2.224429912161,"acinar"
"D28-6_15",-16.8588308210937,-9.08007292864936,-5.99046237406221,42.5880313034783,-58.6595232191382,"macrophage"
"D28-6_16",-28.9836787072858,13.9477303160784,-16.7208026267591,-3.48144021559481,-0.388926820698231,"ductal"
"D28-6_17",-19.6131842342288,16.32661752315,-12.1596917677127,-5.50091751717024,-0.462358096040263,"ductal"
"D28-6_19",-13.8612048339709,13.2565563621905,19.1268316276449,2.07559902142635,1.90871706723979,"acinar"
"D28-6_26",8.29202658267477,-0.519050131385223,-0.954089901658068,-1.25988277659104,2.020501424454,"delta"
"D28-6_29",7.98816935690173,-1.00936961624213,0.205675040516581,-0.484801422858977,1.22322022873491,"alpha"
"D28-6_37",7.34724910349971,-0.20213966372417,1.19323464995191,0.393843333354047,-3.02523148484104,"alpha"
"D28-6_38",-16.8551365391644,14.3555201555039,14.4885119724354,0.880534693747187,1.80597588897973,"acinar"
"D28-6_39",-17.868671627501,15.3215204189103,-13.1380498290171,-4.3308275507956,-1.56169494827081,"ductal"
"D28-6_40",-16.9747746732311,-21.0482125135117,3.52155027448946,-3.91275381918348,-0.74167805157859,"quiescent_stellate"
"D28-6_41",-20.1598248576858,14.8027379092295,9.60817473937334,0.00649000644067668,2.03767319194202,"acinar"
