"","PC_1","PC_2","PC_3","PC_4","PC_5","CellType"
"human1_lib1.final_cell_0053",-5.52365546079039,11.0063829126576,12.0274717711691,2.39707205605387,0.118642458194251,"acinar"
"human1_lib1.final_cell_0054",8.15638684726755,-2.56450628415096,-1.35807044911338,-0.715570202148535,-0.611938858246602,"beta"
"human1_lib1.final_cell_0055",6.83067693623338,-2.34361417684957,-0.200616311050689,-0.823321067284137,-1.06414567261149,"beta"
"human1_lib1.final_cell_0056",-33.5901609621653,-37.4701242382255,11.4093953260687,-20.1294533828213,-2.58141571834702,"activated_stellate"
"human1_lib1.final_cell_0057",8.86247139702297,-2.7383185510485,-1.50634523128017,-0.70949814840629,-1.27342069349662,"beta"
"human1_lib1.final_cell_0058",7.92794422822701,-2.75175215768086,-0.962486051333468,-1.00153999253388,-0.912846914793546,"beta"
"human1_lib1.final_cell_0059",6.66355991243183,-2.3060457999885,-0.309065821628387,-0.43316493849061,-0.470422864629354,"beta"
"human1_lib1.final_cell_0060",5.00382794085655,-1.46883481178552,0.0530017760009557,-0.487036551701814,-0.86324170677845,"beta"
"human1_lib1.final_cell_0061",-18.0101006561372,11.1297934960958,-13.4824945487229,-3.70314438469948,-2.01727776750896,"ductal"
"human1_lib1.final_cell_0062",8.323918733386,-1.4228251889032,-2.4402716126529,-0.755326688773335,0.629264755949812,"alpha"
"human1_lib1.final_cell_0063",4.90139514640187,-1.06043254588371,-0.224269501162493,-0.768732919115296,-0.537133451571411,"beta"
"human1_lib1.final_cell_0064",-25.5952433258031,8.62540626960196,-15.6113044216223,-4.23451851675007,-1.77620947228978,"ductal"
"human1_lib1.final_cell_0065",-2.84242162282852,4.24593956227524,-6.4896865261918,-2.50443622992949,-1.67630610688275,"ductal"
"human1_lib1.final_cell_0066",-4.31993050872931,11.5000943443664,16.7409420446148,3.69177796575162,-0.622762558349053,"acinar"
"human1_lib1.final_cell_0067",7.18085279117212,-0.815978643635245,-1.1994192670862,-0.156913495904415,0.812492351978182,"alpha"
"human1_lib1.final_cell_0068",7.46735449881879,-2.30511023011909,-1.38679130106714,-0.718820329898583,-1.13893929092519,"beta"
"human1_lib1.final_cell_0069",7.06630903502353,-1.44185398558832,-0.751551272521992,-0.440024743439569,-0.76637939718188,"delta"
"human1_lib1.final_cell_0070",7.56822293532466,-1.94110910355668,-1.61638677180885,-0.380636793202574,0.131019762484436,"alpha"
"human1_lib1.final_cell_0071",5.18352511689311,-1.59172572968693,-0.990525716439343,-1.12487100329144,-0.531216203234343,"beta"
"human1_lib1.final_cell_0072",5.46221745253267,-1.46219607329431,-0.319925943840504,-0.478966726618146,-0.796862572966281,"beta"
"human1_lib1.final_cell_0073",6.94370757983027,-2.0254632142916,-0.0838712933383155,-0.0154006088060203,-0.836029498526225,"beta"
"human1_lib1.final_cell_0074",5.62340682036712,-0.331294029025036,-1.33474007314309,-0.913955977658595,-0.718853367015454,"delta"
"human1_lib1.final_cell_0075",8.25381481334451,-2.60072366309342,-0.645067658880472,0.0437874225421818,-0.662376436624756,"beta"
"human1_lib1.final_cell_0076",7.58590129604312,-2.12817987562922,-1.03930737846593,-0.666418740470429,-0.83467100148115,"beta"
"human1_lib1.final_cell_0077",7.49968999844597,-1.29492996525448,-0.653587138538667,-0.434091155145768,-0.932919021244521,"delta"
"human1_lib1.final_cell_0078",7.49913093011893,-2.25865092995019,-1.00640587326427,-0.0504096451585795,-0.878748419992447,"beta"
"human1_lib1.final_cell_0079",9.35815500934596,-3.00102723266572,-1.09998961299475,-0.788091285980977,-1.20752503427668,"beta"
"human1_lib1.final_cell_0080",8.61568445296426,-2.54631165114261,-1.01480241579893,-0.710017547079061,-0.980419551655494,"beta"
"human1_lib1.final_cell_0081",7.66638240912294,-2.49654694619055,-0.749186260068386,-0.130935008929039,-1.28023796250644,"beta"
"human1_lib1.final_cell_0082",7.36828329140533,-1.59664671541823,-0.646457484923994,-0.562544080004384,-0.714997415667284,"beta"
"human1_lib1.final_cell_0083",8.80147491344298,-2.16538870184974,-1.9687012453723,-0.821021889468266,-1.0126529513854,"beta"
"human1_lib1.final_cell_0084",-3.91479967138388,11.808993148187,14.9047463722436,3.26675834708071,0.478862430804904,"acinar"
"human1_lib1.final_cell_0085",-28.7176680107586,-32.324490356607,9.77749120360374,-14.2541868643984,-0.627740461206771,"activated_stellate"
"human1_lib1.final_cell_0086",6.46890170900012,-1.30992196159566,-1.40263982359442,-0.676737676351527,-0.805279845450628,"delta"
"human1_lib1.final_cell_0087",7.26156383076176,-1.6636670307607,-1.17437252730965,-0.538618924767626,-0.498236690093008,"delta"
"human1_lib1.final_cell_0088",9.13538339441553,-2.00990549221399,-1.91771766825731,-0.888992638131296,-0.517338723263904,"beta"
"human1_lib1.final_cell_0089",4.29179009516402,-1.48845426648257,-0.0280265358955191,-0.460233636684855,-1.09731405375269,"beta"
"human1_lib1.final_cell_0090",7.95705576380213,-2.60374688014714,-1.12466927896357,-0.72805920030787,-0.960902279644296,"beta"
"human1_lib1.final_cell_0091",8.10880430841062,-3.12868291806205,-1.71373675986708,-1.27558289641756,-1.2590123883842,"beta"
"human1_lib1.final_cell_0092",8.28096728405202,-2.56125861353341,-2.07448292476996,-0.696169316455207,-1.02551880757075,"beta"
"human1_lib1.final_cell_0093",8.6230111732652,-2.64627377740594,-1.23363851350796,-1.25143538996361,-0.79268295242943,"beta"
"human1_lib1.final_cell_0094",6.21716760051788,-1.08608878256201,-0.958095263193584,0.264065619767515,-1.25238090035646,"beta"
"human1_lib1.final_cell_0095",8.33811038940719,-3.09686423931519,-1.22399624894933,-0.55590140696461,-0.00591447256825084,"beta"
"human1_lib1.final_cell_0096",3.99277769547847,-0.541767380510757,0.628837059498615,0.725787438205484,-0.37059376716198,"beta"
"human1_lib1.final_cell_0097",8.01766206609245,-2.04652116254858,-0.938318195990846,-1.25945526776629,-1.02085581850193,"beta"
"human1_lib1.final_cell_0098",5.78364674287607,-0.994247939617574,-0.616110974103947,-0.579375893889093,-0.166763620643436,"delta"
"human1_lib1.final_cell_0099",5.5616113389491,-0.178215562166639,-0.820751334600298,-0.953758669241306,-0.539481482696612,"delta"
"human1_lib1.final_cell_0100",8.4231994941498,-2.10110551898464,-1.17127297798701,-0.416263853004721,-1.20140964763881,"beta"
"human1_lib1.final_cell_0101",8.31737489952335,-2.5105876350137,-0.868610845843759,-0.246396471924873,-0.302567614979947,"delta"
"human1_lib1.final_cell_0102",6.6153588120631,-1.33039519876812,-1.08679209478629,-0.39207306847874,0.479996487069356,"alpha"
"human1_lib1.final_cell_0103",8.09256021370805,-1.85712584401312,-2.02583394865029,-0.292160464618625,0.466499848396895,"alpha"
"human1_lib1.final_cell_0104",7.76741648377558,-2.06930978530993,-0.725045277946893,-0.908941772255059,-0.534530816283996,"delta"
"human1_lib1.final_cell_0105",8.8312175224337,-2.96211192052721,-1.51692360582846,-0.62823781180528,-0.846496107137009,"beta"
"human1_lib1.final_cell_0106",9.07956000952133,-2.94334199694258,-1.38570280605514,-1.04146817921999,-0.310016091635266,"beta"
"human1_lib1.final_cell_0107",5.19121300433011,-2.2014394107149,0.788477441859667,0.0970945205870173,-1.01627748394664,"beta"
"human1_lib1.final_cell_0108",7.89635986528555,-2.60304003355003,-1.61774474723135,-0.390551876224856,-0.594106489187217,"beta"
"human1_lib1.final_cell_0109",-4.27587408357549,10.1517064118878,10.7911894031654,1.66636354859476,-1.0200620476261,"acinar"
"human1_lib1.final_cell_0110",7.35869472929532,-2.5796724063101,-0.37432835743278,-0.80255975247747,-0.511240494620846,"delta"
"human1_lib1.final_cell_0111",8.26486253010863,-2.7456685658265,-0.792477398153059,-0.440304915801188,-0.783957291211125,"beta"
"human1_lib1.final_cell_0112",7.76437861837123,-1.21514552877076,-0.575118096860895,-0.71289618763033,-0.870024124299041,"beta"
"human1_lib1.final_cell_0113",7.18197254041967,-1.03698936413388,-0.902118932355316,-0.0733260505988148,-0.543400669183451,"delta"
"human1_lib1.final_cell_0114",8.37056014520106,-2.19100369462279,-1.30301626728691,-0.44833902116496,-1.27785518169474,"beta"
"human1_lib1.final_cell_0115",8.67205688951019,-2.8212861680067,-1.29838518827963,-0.456267445824892,-1.44122391994516,"beta"
"human1_lib1.final_cell_0116",8.06106387330949,-3.14258507726878,-1.29120699126228,-0.709662047332561,-1.23828091457377,"beta"
"human1_lib1.final_cell_0117",6.58677916473838,-1.69570504350414,-0.544547633782507,-0.262788653070867,-0.466174647382799,"delta"
"human1_lib1.final_cell_0118",7.84386842502564,-1.69818176245637,-0.580688271269786,-0.549618011335666,-0.698613328446053,"beta"
"human1_lib1.final_cell_0119",7.70403274656828,-1.42774255591926,-1.28680239461554,-1.21155494193124,-0.557145754851542,"delta"
"human1_lib1.final_cell_0120",9.85266251911032,-3.12068331788003,-1.65795120174184,-1.37041141194108,-1.27805423131505,"beta"
"human1_lib1.final_cell_0121",8.72284968366103,-2.16199481730379,-1.20365758910663,-0.771391342008437,-1.02741299455949,"beta"
"human1_lib1.final_cell_0122",6.67806389659794,-2.51806405455359,-0.418569212789571,-0.352334856564392,-0.24437269793489,"beta"
"human1_lib1.final_cell_0123",7.16965347177239,-1.65122910797873,-1.26126393277946,-0.0552490695969391,-1.01165543883702,"delta"
"human1_lib1.final_cell_0124",7.77557466396608,-2.70429175556949,-0.965283658815816,-0.882366331106911,-0.557306743559441,"beta"
"human1_lib1.final_cell_0125",7.98041543719752,-1.67246261973177,-0.0324195359865895,-0.439491481612376,-0.808209596724698,"beta"
"human1_lib1.final_cell_0126",8.26213617826419,-2.25169393375906,-1.72229658636786,-0.275395326881156,-1.04526770607281,"beta"
"human1_lib1.final_cell_0127",5.52613271690439,-1.02805768373657,-1.64084342101913,-0.684169140235027,-0.478422527747801,"alpha"
"human1_lib1.final_cell_0128",7.1219898620932,-2.08065076970702,0.257823291146679,-0.551244519846619,-0.392838301249667,"beta"
"human1_lib1.final_cell_0129",7.68357243827133,-0.997141977682628,-0.387676605430726,-0.0312213643440602,-0.582407619539028,"delta"
"human1_lib1.final_cell_0130",8.93754095997581,-2.36071861404287,-1.00272248224969,-0.494704299799712,-1.25326638603218,"beta"
"human1_lib1.final_cell_0131",8.11341906943103,-2.14168266802505,-1.48954348633,-0.0959948535104248,-0.28265988839475,"alpha"
"human1_lib1.final_cell_0132",3.66110106809057,-1.73947852433333,-1.97992183660739,2.99946540780085,-0.139240020573488,"alpha"
"human1_lib1.final_cell_0133",9.34184541104461,-2.80491299762645,-2.26913015674108,-1.38323672481936,-1.55103614584665,"beta"
"human1_lib1.final_cell_0134",-1.78079887639193,10.8461901401803,16.7857471044589,3.74512737076695,-0.177046030907183,"acinar"
"human1_lib1.final_cell_0135",8.49851156082813,-1.87006114544295,-1.84280112491704,-1.53305796565115,-0.022723685887439,"alpha"
"human1_lib1.final_cell_0136",7.27955826684667,-2.28863848170375,-0.00436769626090574,-0.699706064342126,-0.83523311982945,"beta"
"human1_lib1.final_cell_0137",8.90741067377995,-2.88541442389374,-1.51605650103342,-1.4459991103047,-0.679140350159142,"beta"
"human1_lib1.final_cell_0138",7.06414725417923,-1.0306976673039,-1.5295671244564,-0.44046837269902,0.0777324264689147,"alpha"
"human1_lib1.final_cell_0139",8.9466259898859,-3.20301204039302,-1.61456102108072,-0.812014080183514,-1.31636715057083,"beta"
"human1_lib1.final_cell_0140",7.30933330941508,-1.66975791126914,-1.71252288847892,-0.304461008248193,-0.753619020098115,"delta"
"human1_lib1.final_cell_0141",6.52233707937625,-1.19755824880155,0.136801449908483,-0.384370134896831,-0.647290593304117,"beta"
"human1_lib1.final_cell_0142",8.45814062677536,-3.00322748728187,-1.59338015356865,-0.674988897231033,-1.22088786464859,"beta"
"human1_lib1.final_cell_0143",8.68421415024849,-2.55659055664556,-0.880161875678144,-0.585586919512192,-1.22834885072679,"beta"
"human1_lib1.final_cell_0144",5.80582371768409,-1.51522890627188,-0.475431395359314,0.648001849325837,-1.07245492124185,"beta"
"human1_lib1.final_cell_0145",8.76564568420399,-2.97166147313132,-1.40585567801482,-0.727485118251543,-1.07108955753663,"beta"
"human1_lib1.final_cell_0146",7.63850236292706,-1.45750642589943,-1.24585362608544,-0.348014637897073,-0.807166571047879,"delta"
"human1_lib1.final_cell_0147",7.72314737865497,-1.62591714155558,-0.788914949272439,-0.788003231027167,-0.807826065970706,"beta"
"human1_lib1.final_cell_0148",-20.72272815393,10.1354691553752,-13.2436732256109,-3.65776623287836,-2.25771941307849,"ductal"
"human1_lib1.final_cell_0149",-17.7852307543624,9.94991473573495,-11.2012629059294,-4.16362162022002,-1.98018889584949,"ductal"
"human1_lib1.final_cell_0150",6.76879603032106,-2.03310341162737,-0.516056011175368,-0.28349083587839,-0.593627677666161,"beta"
"human1_lib1.final_cell_0151",5.81988559569391,-2.23511010283429,-0.477887332948281,-0.481098374209816,-0.538275627983978,"beta"
"human1_lib1.final_cell_0152",9.2850417658101,-2.36502822182323,-1.48404206445252,-0.796649305625053,-0.947360725350738,"beta"
"human1_lib1.final_cell_0153",8.31228743105488,-2.93859120250961,-0.547902157439462,-0.491838526066061,-0.61035930358744,"beta"
"human1_lib1.final_cell_0154",7.03813923753523,-1.20982095873747,-1.04824374439338,-0.704067885845229,-0.924535623135565,"delta"
"human1_lib1.final_cell_0155",8.44118524321196,-2.49042148212086,-1.164657638206,-0.357798219672494,-0.500715386217066,"beta"
"human1_lib1.final_cell_0156",-35.2798285965085,-36.7287019549823,9.81278287729045,-19.5239367915601,-4.20786235680227,"activated_stellate"
"human1_lib1.final_cell_0157",8.34960519218555,-2.96356188696793,-1.40537853219012,-0.735470336837362,-1.05463079052671,"beta"
"human1_lib1.final_cell_0158",7.37251748955798,-3.16495330927057,-0.139183310320176,-1.12600159834467,-0.84909241169141,"beta"
"human1_lib1.final_cell_0159",7.57287066809226,-1.33934384136678,-3.49096146913669,-0.713515015457308,-0.105514705984178,"alpha"
"human1_lib1.final_cell_0160",8.47740848307516,-2.18601661115247,-1.66271183271063,-0.411754733658406,-1.03473831638405,"beta"
"human1_lib1.final_cell_0161",8.04378858496577,-2.32639973968733,-0.912164700007014,-0.668852979875469,0.401117140156675,"alpha"
"human1_lib1.final_cell_0162",9.21293963599972,-3.22665504400203,-1.50094134085904,-1.22540774000157,-1.22835811006712,"beta"
"human1_lib1.final_cell_0163",6.09848347012998,-1.64850643162319,-1.30712011455875,-0.805206727947401,0.111858280139848,"gamma"
"human1_lib1.final_cell_0164",8.55248817688636,-2.07638139575422,-0.863591565091017,-0.389413401764503,-0.374792321067212,"beta"
"human1_lib1.final_cell_0165",7.50461147468098,-1.84295481862092,-0.563334026287575,-0.940610460388482,-1.1746179514337,"beta"
"human1_lib1.final_cell_0166",5.82750537668397,-1.28875706081109,0.344700996786667,-0.26894428937975,-0.738674018483111,"beta"
"human1_lib1.final_cell_0167",5.48648318747689,-1.47389982666443,0.15475586509075,-0.647384440419115,-0.425003283350302,"beta"
"human1_lib1.final_cell_0168",9.61588425802094,-2.86396399139881,-0.570214485423261,-0.738159437830548,-1.1877278540881,"beta"
"human1_lib1.final_cell_0169",9.11833020594652,-2.65331554453427,-1.29183009738029,-0.806601801167021,-1.14242616637221,"beta"
"human1_lib1.final_cell_0170",6.96230472713053,-2.28854462976489,-0.640028073439089,-0.735072940461412,-0.53739251817596,"beta"
"human1_lib1.final_cell_0171",-4.07350640166101,12.1850540778939,17.8520625867948,4.19753605008817,-0.169387488108145,"acinar"
"human1_lib1.final_cell_0172",5.04324533710379,-1.68125025671751,0.48835713629317,-0.492788518646054,-0.255441571269717,"beta"
"human1_lib1.final_cell_0173",-2.96493965535282,11.0542692936948,13.3359031427485,2.99106741475808,-0.829485246279579,"acinar"
"human1_lib1.final_cell_0174",8.66372523571342,-3.00786911236214,-0.880233720872528,-0.231482636344542,-1.18681069941473,"beta"
"human1_lib1.final_cell_0175",9.32109176206217,-2.60641137016818,-1.01590619659589,-0.241948356726282,-1.07834889532733,"beta"
"human1_lib1.final_cell_0176",8.26803589579887,-2.71437152933687,-0.544524707272244,-0.910020118205367,-0.870121018402838,"beta"
"human1_lib1.final_cell_0177",-1.7869877767047,11.1695331795289,17.1556668941247,3.74728533127592,0.405104220176965,"acinar"
"human1_lib1.final_cell_0178",7.12772930908712,-1.33886429075405,-0.699221434604017,-0.162785073331513,-0.502044918542133,"delta"
"human1_lib1.final_cell_0179",8.40434724879303,-2.51081102161996,-1.93174198388295,-0.87617011250624,-1.32671444732371,"beta"
"human1_lib1.final_cell_0180",5.67854555093446,-0.710653281535986,-0.137447529947436,-0.391757527396164,-0.628436199697927,"delta"
"human1_lib1.final_cell_0181",8.49814737503396,-2.54852820948802,-1.12106463760792,-0.375590998468535,-1.18129905906775,"beta"
"human1_lib1.final_cell_0182",-6.1360268444632,13.9666161133021,16.3463207418529,3.69284299967642,0.405613793679039,"acinar"
"human1_lib1.final_cell_0183",6.64359555371763,-1.12585435095136,-0.982411870755069,-0.43505766766882,0.213736129573746,"alpha"
"human1_lib1.final_cell_0184",9.12777583064911,-2.97345229947445,-1.44905765814354,-0.759606979705178,-1.17737814266673,"beta"
"human1_lib1.final_cell_0185",7.17168771790653,-1.59005190018402,-0.675634638028837,-0.346963760569682,0.107099148227354,"alpha"
"human1_lib1.final_cell_0186",9.0439414818634,-3.03796182696362,-1.56129121075855,-1.0353061826152,-1.0366691743133,"beta"
"human1_lib1.final_cell_0187",7.22323314404358,-0.909667835451493,-1.90237468998006,-0.526904606571562,0.107348925458418,"alpha"
"human1_lib1.final_cell_0188",-8.4391238829817,-13.6478722896969,-5.24526344606686,24.7483074541476,-4.12327090669233,"endothelial"
"human1_lib1.final_cell_0189",6.37196925685721,-1.39677119491833,0.310864642943541,-0.273649271833215,-0.624531418989546,"beta"
"human1_lib1.final_cell_0190",9.61465763509597,-3.01905723270661,-1.34992426574154,-0.659703700952881,-0.0109698987892908,"beta"
"human1_lib1.final_cell_0191",7.97870142685523,-2.43133349255125,-2.19037138022797,-0.48086488890657,0.364919375675854,"alpha"
"human1_lib1.final_cell_0192",7.0909053278418,-0.64121289518701,-0.411908672610609,-0.39046241082436,-0.467606648752107,"delta"
"human1_lib1.final_cell_0193",8.03745924577122,-2.46451082651424,-0.990379155194655,-0.95990221290577,-0.835075086212049,"beta"
"human1_lib1.final_cell_0194",8.82172884508365,-2.08595882842094,-0.357276394862683,-1.14247869170768,-0.617119654089972,"beta"
"human1_lib1.final_cell_0195",7.25852698660847,-1.70214728129153,-0.53473579342419,0.267061611001698,-0.908773169231199,"delta"
"human1_lib1.final_cell_0196",8.80729560242361,-2.26254131349574,-1.13490886097305,-0.33431907906105,-1.17983369386965,"beta"
"human1_lib1.final_cell_0197",5.27041453766358,-1.00898304898737,-1.32818221369316,-0.289265697354647,-0.485642587391291,"gamma"
"human1_lib1.final_cell_0198",7.80055904986647,-2.33425301526746,-0.881454683178213,-0.765572532869234,0.584551143420408,"alpha"
"human1_lib1.final_cell_0199",8.57281089147741,-2.3428680448203,-1.15676188114108,-0.510504406763882,-1.20366813010835,"beta"
"human1_lib1.final_cell_0200",9.19783509658532,-2.3424353009731,-0.437506417299883,-0.43653359860914,-0.923683612165155,"beta"
"human1_lib1.final_cell_0201",6.86110003713979,-1.52147114040633,-0.401052514055155,-0.159432798349806,0.082662161040304,"delta"
"human1_lib1.final_cell_0202",5.92476624421552,-1.50419498293562,-1.26584689791248,-0.466091802429298,0.536008730482988,"alpha"
"human1_lib1.final_cell_0203",-14.5754302953214,11.922021261883,-10.1607544871876,-4.61639886924261,-1.80684857790617,"ductal"
"human1_lib1.final_cell_0204",9.01512101531062,-2.58314605321758,-1.43839400372535,-0.99800878060556,-1.27706856346501,"beta"
"human1_lib1.final_cell_0205",4.85006174893284,0.115373683610227,-1.99340669477012,-0.216156413006456,0.773777332968364,"alpha"
"human1_lib1.final_cell_0206",8.76524827877249,-2.50871496151135,-1.76073431693563,-0.795897226487473,-0.739832898826641,"beta"
"human1_lib1.final_cell_0207",-13.2403145807259,8.84524618464123,-12.0045366002906,-3.86453928292001,-1.82225240403833,"ductal"
"human1_lib1.final_cell_0208",7.69369838719053,-2.44766919409975,-1.67104288217264,-0.525898790443158,0.619600347904996,"alpha"
"human1_lib1.final_cell_0209",-15.9009777639471,10.5990412269284,-13.7304642029977,-3.94378861268681,-2.3667115903438,"ductal"
"human1_lib1.final_cell_0210",7.81829978464958,-1.46098546238741,-0.450668922706118,-0.27765625844057,-0.917133040185679,"beta"
"human1_lib1.final_cell_0211",8.27470762030197,-2.27416445464111,-1.22412982499561,-0.599423513735516,-1.02529521399955,"beta"
"human1_lib1.final_cell_0212",8.10843793480361,-1.54198045738021,-0.65023010905683,-0.418637405928797,0.280276516328941,"alpha"
"human1_lib1.final_cell_0213",8.74223767821841,-2.79918300414785,-1.28218822489777,-0.185498801495228,-0.994367541523124,"beta"
"human1_lib1.final_cell_0214",8.7670889390496,-2.0405542151617,-0.345014480669137,-0.101367579295341,-1.03864618762627,"beta"
